Rank,Popularity,Score,Episodes
4046,2157,6.96,25
4047,8983,6.96,59
4048,11994,6.96,96
4049,11108,6.96,29
4050,10836,6.96,40
4051,6768,6.96,1
4052,9003,6.96,47
4053,9123,6.96,12
4054,1122,6.96,26
4055,4316,6.96,11
4056,7356,6.96,51
4057,2134,6.96,12
4058,4814,6.96,52
4059,521,6.96,13
4060,3112,6.96,1
4061,3340,6.96,26
4062,7739,6.96,1
4063,9111,6.96,1
4064,12847,6.96,12
4065,4583,6.96,47
4066,1585,6.96,13
4067,9233,6.96,1
4068,9086,6.96,10
4069,2163,6.96,47
4070,5184,6.96,1
4071,5729,6.96,105
4072,5572,6.96,1
4073,5054,6.96,51
4074,5171,6.96,1
4075,5828,6.96,1
4076,6913,6.96,1
4077,1801,6.95,12
4078,3635,6.95,6
4079,10474,6.95,1
4080,8468,6.95,1
4081,10477,6.95,1
4082,6618,6.95,1
4083,681,6.95,12
4084,1998,6.95,48
4085,9998,6.95,1
4086,6630,6.95,1
4087,8677,6.95,1
4088,3787,6.95,11
4090,9499,6.95,10
4091,3837,6.95,6
4092,1842,6.95,11
4093,1315,6.95,12
4094,512,6.95,12
4095,5174,6.95,1
4096,1666,6.95,12
4096,14110,6.95,1
4097,6499,6.95,1
4098,8212,6.95,32
4099,5918,6.95,3
4100,1397,6.95,26
4101,6826,6.95,9
4102,8597,6.95,1
4103,9147,6.95,45
4104,9673,6.95,50
4105,4749,6.95,32
4106,8130,6.95,1
4107,2086,6.95,1
4108,8387,6.95,1
4109,4534,6.95,26
4110,12166,6.95,10
4111,1699,6.95,1
4112,2288,6.95,12
4113,4536,6.95,1
4114,313,6.95,16
4115,4928,6.95,3
4116,915,6.95,13
4117,10083,6.95,1
4118,4107,6.95,11
4119,7283,6.95,1
4120,1076,6.95,12
4121,11578,6.95,48
4122,2651,6.95,13
4123,10593,6.94,1
4124,7805,6.94,23
4125,3008,6.94,13
4126,8974,6.94,46
4127,5324,6.94,2
4128,904,6.94,12
4129,6078,6.94,12
4130,6449,6.94,3
4131,3863,6.94,1
4132,4073,6.94,1
4133,4143,6.94,38
4134,7538,6.94,50
4135,6453,6.94,6
4136,6574,6.94,1
4137,7494,6.94,12
4138,11764,6.94,26
4139,6842,6.94,1
4140,5619,6.94,1
4141,5311,6.94,26
4142,6113,6.94,1
4143,1427,6.94,10
4144,5435,6.94,12
4145,6965,6.94,1
4146,3565,6.94,1
4147,10767,6.94,1
4148,3781,6.94,6
4149,1317,6.94,12
4150,4498,6.94,24
4151,6355,6.94,1
4152,3451,6.94,4
4153,1424,6.94,1
4154,16620,6.94,1
4155,4557,6.94,26
4156,9006,6.94,1
4157,8535,6.94,52
4158,6633,6.94,52
4159,10600,6.94,1
4160,6434,6.94,13
4161,6943,6.94,1
4162,2921,6.94,12
4163,6483,6.94,1
4164,4892,6.93,3
4165,664,6.93,12
4166,6977,6.93,1
4167,2792,6.93,52
4168,3376,6.93,1
4169,2069,6.93,5
4170,2691,6.93,9
4171,9389,6.93,52
4172,2028,6.93,11
4173,4106,6.93,24
4174,7721,6.93,1
4175,4006,6.93,1
4176,4505,6.93,12
4177,3980,6.93,1
4178,5640,6.93,1
4179,7788,6.93,26
4180,3162,6.93,3
4181,9042,6.93,1
4182,5475,6.93,12
4183,7968,6.93,3
4184,2911,6.93,12
4185,6416,6.93,1
4186,7745,6.93,1
4187,6415,6.93,1
4188,2997,6.93,52
4189,9328,6.93,1
4190,1892,6.93,1
4191,4342,6.93,12
4192,4002,6.93,26
4193,9405,6.93,1
4194,10574,6.93,1
4195,6758,6.93,21
4196,6659,6.93,1
4197,8255,6.93,1
4198,4460,6.93,4
4198,6600,6.93,1
4199,6168,6.93,13
4200,1584,6.93,1
4202,4721,6.93,2
4203,8465,6.93,5
4204,8252,6.93,1
4205,2611,6.93,2
4206,4155,6.93,1
4207,5777,6.93,12
4208,9422,6.93,12
4209,2740,6.93,7
4210,8543,6.93,7
4211,2542,6.92,1
4212,4243,6.92,1
4213,2520,6.92,1
4214,5213,6.92,26
4215,475,6.92,13
4216,7716,6.92,4
4217,6759,6.92,4
4218,2002,6.92,1
4219,2880,6.92,12
4220,3736,6.92,13
4221,11041,6.92,77
4222,9910,6.92,33
4223,6582,6.92,13
4224,4356,6.92,1
4225,9102,6.92,26
4226,1410,6.92,13
4227,4479,6.92,1
4228,7361,6.92,1
4229,6892,6.92,38
4230,5906,6.92,26
4231,5270,6.92,1
4232,7656,6.92,1
4233,11353,6.92,104
4234,7469,6.92,26
4235,4272,6.92,1
4236,7936,6.92,1
4237,9510,6.92,1
4238,2220,6.92,12
4239,3277,6.92,5
4240,7906,6.92,1
4241,4338,6.92,26
4242,3402,6.92,2
4243,2184,6.92,2
4244,2511,6.92,1
4245,3477,6.92,1
4246,2012,6.92,1
4247,2206,6.92,1
4248,10081,6.92,13
4249,3611,6.92,4
4250,2935,6.92,24
4251,2815,6.92,1
4252,6658,6.92,1
4253,5910,6.92,1
4254,6639,6.92,1
4255,7342,6.91,1
4256,5753,6.91,1
4257,1779,6.91,13
4258,3326,6.91,15
4259,9037,6.91,1
4260,2027,6.91,24
4261,559,6.91,12
4262,9509,6.91,16
4263,11395,6.91,1
4264,6089,6.91,2
4265,2993,6.91,24
4266,9325,6.91,12
4267,2097,6.91,6
4268,8869,6.91,5
4269,4104,6.91,1
4270,4210,6.91,1
4271,12924,6.91,1
4272,9932,6.91,39
4273,1925,6.91,2
4274,6269,6.91,1
4275,501,6.91,12
4276,6685,6.91,1
4277,5063,6.91,3
4278,1023,6.91,1
4279,5561,6.91,6
4280,1045,6.91,12
4281,4080,6.91,1
4282,2133,6.91,1
4283,5142,6.91,2
4284,3478,6.91,2
4285,1179,6.91,12
4286,3182,6.91,56
4287,2803,6.91,6
4288,5192,6.91,2
4289,1404,6.91,10
4290,4036,6.91,7
4291,7261,6.91,1
4292,8057,6.91,12
4293,3123,6.91,2
4294,1638,6.91,12
4295,8166,6.91,1
4296,319,6.91,13
4297,5928,6.91,1
4298,8687,6.91,1
4298,10711,6.91,13
4299,7135,6.91,1
4300,2797,6.9,51
4302,5185,6.9,1
4303,3550,6.9,1
4304,3328,6.9,12
4305,10496,6.9,3
4306,3912,6.9,1
4307,6410,6.9,3
4308,2246,6.9,12
4309,2551,6.9,26
4310,784,6.9,12
4311,891,6.9,52
4312,7071,6.9,13
4313,8835,6.9,1
4314,3730,6.9,2
4315,8764,6.9,Unknown
4316,7897,6.9,1
4317,8680,6.9,1
4318,6949,6.9,1
4319,725,6.9,12
4320,2680,6.9,1
4321,4306,6.9,26
4322,4078,6.9,48
4323,3006,6.9,12
4324,5223,6.9,1
4325,4181,6.9,6
4326,13427,6.9,1
4327,8265,6.9,1
4328,7999,6.9,52
4329,9187,6.9,1
4330,2201,6.9,12
4331,4662,6.9,4
4332,11156,6.9,1
4333,7347,6.9,100
4334,1824,6.9,1
4335,12659,6.9,18
4336,13496,6.9,1
4337,5761,6.9,45
4338,10539,6.9,1
4339,2053,6.9,24
4340,5033,6.9,13
4341,2375,6.9,1
4342,7911,6.9,1
4343,4686,6.9,51
4344,5166,6.9,1
4345,6767,6.9,13
4346,6778,6.9,1
4347,5233,6.9,27
4348,2711,6.89,1
4349,6367,6.89,39
4350,2499,6.89,13
4351,4891,6.89,51
4352,1722,6.89,1
4353,4948,6.89,1
4354,1071,6.89,13
4355,7238,6.89,1
4356,6840,6.89,4
4357,4011,6.89,4
4358,2839,6.89,12
4359,5591,6.89,1
4360,5811,6.89,12
4361,4898,6.89,11
4362,9469,6.89,3
4363,7487,6.89,50
4364,272,6.89,12
4365,8066,6.89,1
4366,8397,6.89,25
4367,3617,6.89,1
4368,5679,6.89,11
4369,3560,6.89,6
4370,4203,6.89,15
4371,1533,6.89,12
4372,1867,6.89,12
4373,1961,6.89,25
4374,5907,6.89,1
4375,10579,6.89,87
4376,9030,6.89,62
4377,7410,6.89,1
4378,4098,6.89,10
4379,3935,6.89,12
4380,9251,6.89,51
4381,4808,6.89,4
4382,7380,6.89,1
4383,1339,6.89,1
4384,7442,6.89,1
4385,1463,6.89,22
4386,2860,6.89,12
4387,11456,6.89,1
4388,8987,6.89,2
4389,7798,6.89,25
4390,8809,6.89,2
4391,1088,6.89,24
4392,4613,6.89,25
4393,4514,6.89,1
4394,6320,6.89,1
4395,2930,6.89,13
4396,12570,6.89,22
4397,6270,6.88,1
4398,1563,6.88,12
4399,2004,6.88,1
4400,7885,6.88,1
4401,2907,6.88,12
4402,4112,6.88,2
4403,5641,6.88,1
4404,7139,6.88,25
4405,7824,6.88,3
4406,8272,6.88,1
4407,10745,6.88,1
4408,4329,6.88,1
4409,2160,6.88,26
4410,6097,6.88,1
4411,508,6.88,12
4412,6904,6.88,1
4413,7987,6.88,2
4414,3193,6.88,13
4415,1444,6.88,12
4416,1305,6.88,24
4417,9580,6.88,1
4418,3694,6.88,1
4419,3459,6.88,13
4420,609,6.88,13
4421,5303,6.88,1
4422,5344,6.88,11
4423,6947,6.88,1
4424,3646,6.88,1
4425,6872,6.88,1
4426,2503,6.88,1
4427,2091,6.88,1
4428,5200,6.88,1
4429,2062,6.88,12
4430,4574,6.88,6
4431,5560,6.88,1
4432,3000,6.88,7
4433,6327,6.88,63
4434,8181,6.87,1
4435,2112,6.87,15
4436,3941,6.87,1
4437,4195,6.87,10
4438,3299,6.87,1
4439,4979,6.87,26
4440,7251,6.87,4
4441,7459,6.87,12
4442,14378,6.87,1
4443,9479,6.87,1
4444,1420,6.87,1
4445,11012,6.87,1
4446,1299,6.87,13
4447,3148,6.87,1
4448,3811,6.87,6
4449,3711,6.87,4
4450,7363,6.87,51
4451,1724,6.87,12
4452,3831,6.87,1
4453,8155,6.87,52
4454,4909,6.87,1
4455,8777,6.87,46
4456,642,6.87,12
4457,3974,6.87,1
4458,8441,6.87,49
4459,9681,6.87,2
4460,370,6.87,13
4461,923,6.87,1
4462,5466,6.87,1
4463,11551,6.87,160
4464,5647,6.87,694
4465,9355,6.87,48
4466,11540,6.87,75
4467,1042,6.87,21
4468,4775,6.87,3
4469,1106,6.87,12
4470,908,6.87,12
4471,4606,6.87,1
4472,3905,6.87,4
4473,3255,6.87,26
4474,2073,6.87,1
4475,2353,6.87,22
4476,8563,6.87,48
4477,7282,6.87,2
4478,5832,6.87,2
4479,3869,6.87,18
4480,9806,6.86,12
4481,10220,6.86,52
4482,2620,6.86,1
4483,2135,6.86,1
4484,1103,6.86,12
4485,817,6.86,13
4486,869,6.86,12
4487,5706,6.86,1
4488,10352,6.86,1
4489,6503,6.86,4
4490,3679,6.86,12
4491,7166,6.86,3
4492,6710,6.86,12
4493,4418,6.86,1
4494,1929,6.86,12
4495,9578,6.86,3
4496,3099,6.86,12
4497,3658,6.86,1
4498,6558,6.86,3
4499,2794,6.86,2
4500,8474,6.86,1
4501,6526,6.86,13
4502,1447,6.86,13
4503,5890,6.86,1
4504,13449,6.86,1
4505,14357,6.86,1
4506,6985,6.86,1
4507,3966,6.86,3
4508,4805,6.86,52
4509,8013,6.86,1
4510,6880,6.86,26
4511,4247,6.86,1
4512,6916,6.86,2
4513,8512,6.86,1
4514,1569,6.86,1
4515,815,6.86,13
4516,3119,6.86,13
4517,5913,6.86,23
4518,1597,6.86,13
4519,1335,6.86,12
4520,7754,6.86,1
4521,3443,6.86,12
4522,1248,6.85,25
4523,4512,6.85,1
4524,1209,6.85,13
4525,7978,6.85,1
4526,2711,6.85,1
4527,4270,6.85,2
4528,2484,6.85,1
4529,7051,6.85,10
4530,4362,6.85,1
4531,5456,6.85,13
4532,4495,6.85,24
4533,3174,6.85,1
4534,5342,6.85,13
4535,9198,6.85,1
4536,2720,6.85,1
4537,7232,6.85,1
4538,3330,6.85,13
4539,4360,6.85,2
4540,7639,6.85,4
4541,3581,6.85,16
4542,2276,6.85,1
4543,9964,6.85,26
4544,9015,6.85,1
4545,4446,6.85,1
4546,3936,6.85,25
4547,7797,6.85,6
4548,5585,6.85,2
4549,2860,6.85,13
4550,1252,6.85,12
4551,3806,6.85,2
4552,10288,6.85,53
4553,4838,6.85,1
4554,8276,6.85,1
4555,7218,6.85,1
4556,7095,6.85,2
4557,3203,6.85,73
4558,10212,6.85,51
4559,1391,6.85,11
4560,2191,6.84,12
4561,6084,6.84,39
4562,13049,6.84,1
4563,1956,6.84,12
4564,3972,6.84,1
4565,8230,6.84,1
4566,3566,6.84,13
4567,10269,6.84,51
4568,4492,6.84,2
4569,3799,6.84,51
4570,8905,6.84,1
4571,689,6.84,12
4572,11840,6.84,1
4573,7103,6.84,1
4574,6981,6.84,1
4575,6552,6.84,1
4576,6650,6.84,2
4577,11314,6.84,16
4578,11867,6.84,7
4579,702,6.84,12
4580,666,6.84,12
4581,4510,6.84,1
4582,11021,6.84,1
4583,2041,6.84,12
4584,7694,6.84,1
4585,3461,6.84,1
4586,1296,6.84,12
4587,837,6.84,12
4588,2605,6.84,1
4589,1619,6.84,1
4590,1688,6.84,2
4591,3011,6.84,5
4592,2983,6.84,2
4593,4517,6.84,4
4594,286,6.84,12
4595,5871,6.84,23
4596,6839,6.84,68
4597,1772,6.84,12
4598,13600,6.84,1
4599,4396,6.84,12
4600,5520,6.84,3
4601,3555,6.84,100
4602,3561,6.84,1
4603,10338,6.84,12
4604,11300,6.84,1
4605,4399,6.84,1
4606,3961,6.84,49
4607,3764,6.84,26
4608,950,6.84,12
4609,10182,6.84,1
4610,10268,6.84,1
4611,6638,6.84,26
4612,5865,6.84,1
4613,8068,6.84,1
4614,5088,6.84,4
4615,6576,6.83,1
4616,12030,6.83,1
4617,10085,6.83,39
4618,3512,6.83,12
4619,10206,6.83,1
4620,10706,6.83,1
4621,11124,6.83,1
4622,6351,6.83,1
4623,7790,6.83,12
4624,8432,6.83,1
4625,3254,6.83,13
4626,7002,6.83,43
4627,5749,6.83,1
4628,2223,6.83,1
4629,6820,6.83,4
4630,641,6.83,12
4631,6203,6.83,1
4632,3334,6.83,8
4633,9413,6.83,182
4634,6641,6.83,1
4636,4653,6.83,1
4637,4398,6.83,1
4638,3298,6.83,13
4639,9339,6.83,59
4640,6886,6.83,26
4641,8407,6.83,4
4642,530,6.83,10
4643,3809,6.83,3
4644,3885,6.83,1
4645,8615,6.83,1
4646,9810,6.83,48
4647,2022,6.82,51
4648,10311,6.82,61
4649,10205,6.82,1
4650,4740,6.82,1
4650,3604,6.82,1
4651,10396,6.82,Unknown
4652,4590,6.82,1
4653,4555,6.82,3
4654,1821,6.82,146
4655,8268,6.82,1
4656,4841,6.82,1
4657,699,6.82,12
4658,3428,6.82,12
4659,12913,6.82,1
4660,8366,6.82,6
4661,2570,6.82,10
4662,6280,6.82,25
4663,8263,6.82,2
4664,2058,6.82,12
4665,9514,6.82,112
4666,4337,6.82,26
4667,6922,6.82,2
4668,9350,6.82,12
4669,12670,6.82,1
4671,12189,6.82,16
4672,2143,6.82,12
4673,5552,6.82,1
4674,7844,6.82,1
4675,7542,6.82,26
4676,5992,6.82,1
4677,2301,6.82,13
4678,7520,6.82,1
4679,6167,6.82,4
4680,10259,6.82,260
4681,2064,6.82,12
4682,7646,6.82,1
4683,10141,6.82,39
4684,770,6.82,12
4685,3095,6.82,26
4686,535,6.82,12
4687,5259,6.82,52
4688,5826,6.82,1
4689,2266,6.82,12
4690,3108,6.82,1
4691,5669,6.82,8
4692,6801,6.82,10
4693,6494,6.82,51
4694,5021,6.82,2
4695,9199,6.82,47
4696,1510,6.81,12
4697,2920,6.81,1
4698,5772,6.81,6
4699,5815,6.81,1
4700,566,6.81,8
4700,8815,6.81,14
4701,2807,6.81,1
4702,5987,6.81,13
4703,5494,6.81,1
4704,2270,6.81,3
4705,4121,6.81,26
4706,5934,6.81,4
4707,9569,6.81,2
4708,4674,6.81,1
4709,5432,6.81,49
4710,5789,6.81,3
4711,4191,6.81,1
4712,8308,6.81,3
4713,3454,6.81,7
4714,9752,6.81,51
4715,1089,6.81,12
4716,4183,6.81,12
4717,6374,6.81,1
4718,12478,6.81,1
4719,6765,6.81,1
4720,4365,6.81,1
4721,2992,6.81,12
4722,11525,6.81,1
4723,6302,6.81,1
4724,7052,6.81,1
4725,7023,6.81,1
4726,6648,6.81,11
4727,6425,6.81,26
4729,9958,6.81,1
4730,11161,6.81,46
4731,9921,6.81,37
4732,3173,6.81,13
4733,3763,6.81,13
4734,3316,6.81,1
4735,4176,6.81,15
4736,8062,6.81,1
4737,2044,6.81,1
4738,3442,6.81,5
4739,9271,6.81,1
4740,6996,6.81,12
4741,1418,6.81,12
4742,2769,6.81,1
4743,8190,6.81,1
4744,8954,6.81,5
4745,11287,6.81,80
4746,3427,6.81,1
4747,7424,6.81,13
4748,5139,6.81,1
4749,4737,6.81,12
4750,7491,6.81,13
4751,1328,6.81,12
4752,3412,6.8,12
4753,2957,6.8,48
4754,2543,6.8,1
4755,2693,6.8,1
4756,2812,6.8,1
4757,7875,6.8,41
4758,4417,6.8,1
4759,4793,6.8,13
4760,3450,6.8,12
4761,5954,6.8,1
4762,3032,6.8,1
4763,4966,6.8,1
4764,888,6.8,26
4765,2115,6.8,24
4766,6683,6.8,1
4767,1254,6.8,12
4768,3385,6.8,1
4769,11977,6.8,42
4770,3568,6.8,1
4771,2790,6.8,1
4772,4777,6.8,12
4773,6029,6.8,104
4774,7207,6.8,1
4775,2258,6.8,24
4776,5553,6.8,51
4777,3309,6.8,4
4778,2171,6.8,7
4779,3468,6.8,1
4780,5016,6.8,30
4781,8601,6.8,3
4782,4599,6.8,75
4783,3532,6.8,13
4784,3780,6.8,1
4785,1567,6.8,1
4786,2724,6.8,1
4787,5398,6.8,13
4788,5897,6.8,1
4789,297,6.8,12
4790,4834,6.8,13
4791,6088,6.8,12
4792,2588,6.8,13
4793,3732,6.8,12
4794,14638,6.8,1
4794,9566,6.8,1
4795,9246,6.8,10
4796,5754,6.8,6
4797,9405,6.8,13
4798,7278,6.8,1
4799,4196,6.8,4
4800,2976,6.79,12
4802,415,6.79,12
4803,3153,6.79,1
4804,5473,6.79,13
4805,2430,6.79,7
4806,3789,6.79,12
4807,3765,6.79,1
4808,3937,6.79,39
4809,5902,6.79,52
4810,8481,6.79,1
4811,9899,6.79,1
4812,2382,6.79,1
4813,4904,6.79,1
4814,6819,6.79,1
4815,6523,6.79,6
4816,6414,6.79,25
4817,9751,6.79,1
4818,2970,6.79,12
4819,873,6.79,12
4820,9058,6.79,1
4821,3772,6.79,1
4822,8550,6.79,52
4823,2074,6.79,12
4824,7882,6.79,2
4825,6355,6.79,1
4826,1388,6.79,12
4827,1347,6.79,13
4828,7162,6.79,1
4829,4285,6.79,1
4830,6125,6.79,1
4831,5818,6.79,1
4832,11869,6.79,170
4833,2051,6.79,12
4834,6879,6.79,25
4835,4970,6.79,26
4836,13459,6.79,1
4837,4020,6.79,4
4838,6459,6.79,26
4839,3353,6.79,1
4840,2733,6.79,13
4841,4527,6.78,23
4842,14701,6.78,1
4843,9344,6.78,52
4844,4415,6.78,4
4845,6309,6.78,1
4846,7888,6.78,1
4847,4997,6.78,3
4847,11296,6.78,48
4848,2088,6.78,1
4849,6326,6.78,1
4850,8779,6.78,136
4852,2037,6.78,1
4853,8928,6.78,51
4854,10735,6.78,39
4855,5853,6.78,1
4856,6568,6.78,3
4857,5280,6.78,9
4858,10397,6.78,12
4859,8096,6.78,6
4860,10455,6.78,1
4861,5782,6.78,1
4862,6313,6.78,1
4863,5055,6.78,1
4864,4859,6.78,2
4865,10130,6.78,1
4866,7935,6.78,1
4867,8882,6.78,1
4868,3661,6.78,1
4869,2518,6.78,12
4870,8354,6.78,2
4871,5071,6.78,1
4872,8759,6.78,1
4873,1302,6.78,12
4874,1512,6.78,1
4875,8379,6.78,1
4876,6106,6.78,13
4877,7335,6.78,12
4878,8016,6.78,65
4879,8193,6.78,24
4880,487,6.78,12
4881,7951,6.78,3
4882,1157,6.78,12
4883,3144,6.78,13
4884,377,6.78,12
4885,4205,6.78,1
4886,10925,6.78,260
4887,4766,6.78,1
4888,12563,6.78,1
4889,2715,6.78,12
4890,10229,6.78,45
4891,6593,6.78,1
4892,7634,6.78,1
4893,6293,6.77,1
4894,10066,6.77,3
4895,4071,6.77,1
4897,3802,6.77,25
4898,10769,6.77,1
4899,4702,6.77,1
4900,11464,6.77,3
4900,5135,6.77,12
4901,6087,6.77,1
4902,4174,6.77,24
4903,2894,6.77,11
4904,10046,6.77,25
4905,4084,6.77,16
4906,7381,6.77,5
4907,8007,6.77,51
4908,5936,6.77,3
4909,5430,6.77,1
4910,4601,6.77,1
4911,6375,6.77,5
4912,4016,6.77,12
4913,9411,6.77,1
4914,2532,6.77,1
4915,1886,6.77,15
4916,4868,6.77,24
4917,1773,6.77,12
4918,2104,6.77,12
4919,9881,6.77,296
4920,5384,6.77,52
4921,9513,6.77,1
4922,6273,6.77,26
4923,5976,6.77,1
4924,10677,6.77,25
4925,7813,6.77,7
4926,5069,6.77,1
4927,11107,6.77,1
4928,4511,6.77,1
4929,1104,6.77,12
4930,3290,6.77,12
4931,5683,6.77,1
4932,5032,6.77,2
4933,261,6.77,13
4934,4715,6.77,1
4935,9794,6.77,1
4936,2116,6.77,1
4937,4717,6.77,1
4938,10868,6.77,1
4939,7019,6.77,1
4940,9837,6.77,10
4941,3031,6.77,1
4942,4335,6.77,13
4943,8281,6.76,1
4944,15543,6.76,1
4945,1959,6.76,1
4946,14208,6.76,52
4947,4028,6.76,16
4948,5650,6.76,2
4949,9525,6.76,1
4950,2459,6.76,13
4951,9362,6.76,52
4952,7927,6.76,13
4953,1687,6.76,12
4954,1716,6.76,12
4955,7132,6.76,Unknown
4956,1719,6.76,13
4957,9175,6.76,1
4958,9764,6.76,1
4959,11262,6.76,52
4960,3311,6.76,1
4961,9907,6.76,1
4962,9204,6.76,1
4963,6774,6.76,1
4964,4730,6.76,1
4965,4867,6.76,6
4966,5469,6.76,1
4967,2817,6.76,1
4968,1430,6.76,12
4969,1338,6.76,12
4970,6907,6.76,1
4971,10303,6.76,13
4972,8335,6.76,1
4973,7851,6.76,12
4974,7924,6.76,1
4975,3665,6.76,12
4976,5531,6.76,6
4977,5308,6.76,1
4978,4266,6.76,12
4979,10478,6.76,2
4980,5576,6.76,1
4981,12882,6.76,40
4982,13264,6.76,1
4983,5554,6.76,1
4984,3946,6.76,24
4985,1835,6.76,24
4986,3480,6.76,1
4987,9020,6.76,48
4988,4199,6.76,1
4989,10290,6.75,6
4990,9382,6.75,1
4991,2293,6.75,13
4992,3101,6.75,1
4993,8598,6.75,1
4994,4457,6.75,2
4995,3959,6.75,1
4996,8201,6.75,1
4997,3726,6.75,24
4998,7497,6.75,1
4999,7982,6.75,1
5000,2478,6.75,1
5001,2768,6.75,2
5002,4223,6.75,1
5003,2963,6.75,5
5004,6937,6.75,4
5005,7643,6.75,1
5006,10079,6.75,1
5007,7441,6.75,2
5008,9276,6.75,1
5009,2437,6.75,12
5010,4678,6.75,12
5011,7699,6.75,12
5012,2742,6.75,12
5013,6489,6.75,1
5014,5698,6.75,1
5015,4743,6.75,1
5016,8980,6.75,4
5017,7382,6.75,331
5018,10241,6.75,39
5019,5510,6.75,13
5020,3917,6.75,1
5021,4322,6.75,4
5022,199,6.75,12
5023,7220,6.75,7
5024,3902,6.75,1
5025,14131,6.75,1
5026,1270,6.75,12
5027,9857,6.75,51
5028,3503,6.75,24
5029,6535,6.75,1
5030,1154,6.75,6
5031,2902,6.75,1
5032,5819,6.75,1
5033,2425,6.75,12
5034,1171,6.75,12
5035,1888,6.75,1
5036,3059,6.75,1
5037,3797,6.75,12
5038,803,6.75,12
5039,9266,6.75,1
5040,8916,6.75,26
5041,9564,6.75,1
5042,840,6.74,12
5043,5713,6.74,4
5044,4640,6.74,25
5045,6787,6.74,4
5046,4663,6.74,12
5047,379,6.74,12
5048,5247,6.74,1
5049,9841,6.74,6
5050,1882,6.74,1
5051,6301,6.74,1
5052,7485,6.74,1
5053,12827,6.74,45
5054,6971,6.74,24
5055,7508,6.74,20
5056,8384,6.74,76
5057,2906,6.74,6
5058,3109,6.74,48
5059,9034,6.74,6
5060,6674,6.74,1
5061,3406,6.74,14
5062,13390,6.74,1
5063,7600,6.74,2
5064,5077,6.74,3
5065,9387,6.74,1
5066,1914,6.74,12
5067,5373,6.74,51
5068,9190,6.74,30
5069,7007,6.74,103
5070,10690,6.74,16
5071,4268,6.74,1
5072,6174,6.74,42
5073,4068,6.74,15
5074,9154,6.74,52
5075,1713,6.74,51
5076,9333,6.74,1
5077,8507,6.74,2
5079,631,6.74,13
5080,6660,6.74,1
5081,8690,6.74,31
5082,1032,6.74,1
5083,1244,6.74,12
5084,9177,6.74,1
5085,8445,6.74,114
5086,6401,6.74,51
5087,5006,6.74,6
5088,8426,6.74,1
5089,6129,6.74,1
5090,8708,6.74,20
5091,2366,6.74,12
5092,7569,6.74,52
5093,6967,6.74,54
5094,9878,6.74,1
5095,1579,6.74,13
5096,11208,6.74,1
5097,1674,6.74,12
5098,2771,6.74,12
5099,2463,6.74,12
5100,9602,6.74,10
5100,3756,6.73,4
5101,8139,6.73,48
5102,6691,6.73,1
5103,4619,6.73,26
5104,4794,6.73,33
5105,11754,6.73,21
5106,2029,6.73,7
5107,6284,6.73,1
5108,2124,6.73,26
5109,9828,6.73,8
5110,7907,6.73,12
5111,4286,6.73,7
5112,4504,6.73,1
5113,10943,6.73,41
5114,1838,6.73,12
5115,592,6.73,10
5116,13850,6.73,1
5117,2453,6.73,12
5118,6786,6.73,1
5119,5245,6.73,3
5120,3218,6.73,6
5121,7337,6.73,6
5122,11195,6.73,97
5123,8775,6.73,72
5124,2903,6.73,12
5125,3865,6.73,51
5126,7793,6.73,1
5127,5994,6.73,1
5128,2576,6.73,12
5129,7704,6.73,52
5130,12147,6.73,1
5131,561,6.73,12
5132,4283,6.73,1
5133,9794,6.73,26
5134,4296,6.73,1
5135,10421,6.73,44
5136,279,6.73,12
5137,3457,6.73,1
5138,8521,6.73,1
5139,7718,6.73,2
5140,4344,6.73,1
5141,2251,6.73,12
5142,5868,6.73,1
5143,6139,6.73,1
5144,6411,6.73,1
5145,3944,6.73,12
5146,7521,6.72,1
5148,2424,6.72,12
5149,8870,6.72,52
5150,1458,6.72,16
5150,3982,6.72,1
5151,4433,6.72,13
5152,3333,6.72,1
5153,788,6.72,12
5154,6989,6.72,86
5155,10005,6.72,4
5156,4570,6.72,22
5157,6911,6.72,1
5158,11428,6.72,1
5159,6951,6.72,35
5160,15082,6.72,1
5161,3827,6.72,12
5162,8539,6.72,2
5163,6966,6.72,1
5164,9584,6.72,1
5165,5253,6.72,12
5166,4317,6.72,12
5167,9800,6.72,12
5168,3164,6.72,1
5169,1000,6.72,12
5170,9028,6.72,117
5171,2096,6.72,1
5172,1531,6.72,1
5173,3650,6.72,1
5174,6455,6.72,1
5175,3397,6.72,3
5177,5676,6.72,1
5178,7872,6.72,1
5179,5985,6.72,1
5180,1647,6.72,24
5181,8404,6.72,1
5182,10105,6.72,35
5183,1189,6.72,12
5184,6854,6.72,2
5185,2846,6.72,1
5186,3855,6.72,12
5187,3824,6.72,12
5188,4110,6.71,51
5189,5419,6.71,8
5190,14140,6.71,1
5191,4922,6.71,12
5192,8873,6.71,39
5193,5374,6.71,6
5194,3331,6.71,6
5195,5423,6.71,52
5196,8538,6.71,54
5197,1662,6.71,12
5198,8259,6.71,1
5199,3533,6.71,2
5200,12985,6.71,1
5200,5594,6.71,64
5201,6339,6.71,4
5202,6330,6.71,1
5203,13995,6.71,1
5204,3596,6.71,10
5205,3374,6.71,13
5206,1671,6.71,13
5207,6112,6.71,1
5208,3632,6.71,3
5209,8587,6.71,1
5210,3269,6.71,12
5211,7860,6.71,52
5212,6805,6.71,6
5213,3933,6.71,1
5214,4972,6.71,1
